epoch,accuracy,loss,lr,precision,recall,top_k_categorical_accuracy,val_accuracy,val_loss,val_precision,val_recall,val_top_k_categorical_accuracy
0,0.016333334147930145,5.3465776443481445,0.001,0.01272264588624239,0.00041666667675599456,0.04491666704416275,0.03286713361740112,4.745675563812256,0.0,0.0,0.06620046496391296
1,0.03433333337306976,4.658529758453369,0.001,0.6666666865348816,0.00016666666488163173,0.07983333617448807,0.11934731900691986,4.454823970794678,0.0,0.0,0.22797203063964844
2,0.07349999994039536,4.382167816162109,0.001,0.6111111044883728,0.004583333153277636,0.15166667103767395,0.2545454502105713,3.8456430435180664,1.0,0.0009324009297415614,0.4344988465309143
3,0.12566666305065155,3.9873850345611572,0.001,0.4890219569206238,0.020416665822267532,0.25200000405311584,0.3580419719219208,3.2027649879455566,0.9290780425071716,0.03053613007068634,0.5745920538902283
4,0.18774999678134918,3.5739641189575195,0.001,0.5292258858680725,0.05583333224058151,0.3465833365917206,0.43216782808303833,2.6769165992736816,0.9189944267272949,0.07668997347354889,0.6694638729095459
5,0.23283334076404572,3.2460038661956787,0.001,0.543005645275116,0.09574999660253525,0.42658331990242004,0.5055944323539734,2.281247615814209,0.9005848169326782,0.14358974993228912,0.735897421836853
6,0.2745833396911621,2.9937264919281006,0.001,0.5594744086265564,0.13483333587646484,0.4806666672229767,0.5363636612892151,2.060326099395752,0.8854718804359436,0.1946386992931366,0.7648018598556519
7,0.3163333237171173,2.7641215324401855,0.001,0.5813823938369751,0.17383334040641785,0.5366666913032532,0.5724941492080688,1.8395392894744873,0.8805732727050781,0.2578088641166687,0.8002331256866455
8,0.3473333418369293,2.5860424041748047,0.001,0.6053209900856018,0.20666666328907013,0.5727499723434448,0.6016317009925842,1.6937546730041504,0.8673957586288452,0.2958042025566101,0.8167831897735596
9,0.37566667795181274,2.4239864349365234,0.001,0.6169704794883728,0.2369166612625122,0.6129166483879089,0.6090909242630005,1.570849895477295,0.8736037611961365,0.34638693928718567,0.8272727131843567
10,0.3930833339691162,2.3332369327545166,0.001,0.6225839257240295,0.2549999952316284,0.6328333616256714,0.6324009299278259,1.5169107913970947,0.880428671836853,0.36386945843696594,0.8407925367355347
11,0.41200000047683716,2.2426393032073975,0.001,0.6397016644477844,0.2787500023841858,0.6512500047683716,0.6363636255264282,1.4676523208618164,0.8691099286079407,0.3869463801383972,0.8456876277923584
12,0.43424999713897705,2.117856025695801,0.001,0.6424242258071899,0.30033332109451294,0.684499979019165,0.641258716583252,1.3818325996398926,0.8667315244674683,0.4153846204280853,0.8585081696510315
13,0.44458332657814026,2.074913501739502,0.001,0.6548992395401001,0.31691667437553406,0.6900833249092102,0.6571095585823059,1.320031762123108,0.8722712397575378,0.43776223063468933,0.8636363744735718
14,0.46433332562446594,1.9895992279052734,0.001,0.6751763224601746,0.33500000834465027,0.7045000195503235,0.6727272868156433,1.268674373626709,0.8716833591461182,0.4671328663825989,0.8680652976036072
15,0.4752500057220459,1.9340299367904663,0.001,0.6823734641075134,0.35841667652130127,0.7135833501815796,0.6885780692100525,1.230654239654541,0.875,0.476456880569458,0.8757575750350952
16,0.48533332347869873,1.8847606182098389,0.001,0.690483808517456,0.3591666519641876,0.7272499799728394,0.6815850734710693,1.2416552305221558,0.8712536692619324,0.4811188876628876,0.8694638609886169
17,0.5051666498184204,1.8155322074890137,0.001,0.6936293244361877,0.3801666796207428,0.7432500123977661,0.6736596822738647,1.2393584251403809,0.8689279556274414,0.4836829900741577,0.8729603886604309
18,0.5119166374206543,1.7688978910446167,0.001,0.7034718990325928,0.3934166729450226,0.7471666932106018,0.6906759738922119,1.1791845560073853,0.8644673824310303,0.5069929957389832,0.8790209889411926
19,0.5180000066757202,1.7474956512451172,0.001,0.6989811062812805,0.40016666054725647,0.7573333382606506,0.6801864504814148,1.1905419826507568,0.8605482578277588,0.5048950910568237,0.8799533843994141
20,0.5239166617393494,1.6896278858184814,0.001,0.7087196111679077,0.4077500104904175,0.765749990940094,0.6874125599861145,1.1278387308120728,0.8527279496192932,0.5209790468215942,0.8827505707740784
21,0.5394999980926514,1.6567493677139282,0.001,0.7159489393234253,0.42533332109451294,0.7711666822433472,0.6909090876579285,1.1394212245941162,0.8687834739685059,0.5293706059455872,0.8818181753158569
22,0.5401666760444641,1.6466729640960693,0.001,0.7193376421928406,0.4271666705608368,0.7730833292007446,0.7025641202926636,1.1024891138076782,0.8659833073616028,0.5317016243934631,0.8876456618309021
23,0.5476666688919067,1.603731632232666,0.001,0.7234571576118469,0.43666666746139526,0.7807499766349792,0.6948717832565308,1.1167528629302979,0.8637571334838867,0.5305361151695251,0.8874126076698303
24,0.5612499713897705,1.5575482845306396,0.001,0.7324531674385071,0.453083336353302,0.7900000214576721,0.6995338201522827,1.0876379013061523,0.8554572463035583,0.5407925248146057,0.8895105123519897
25,0.5665000081062317,1.5178992748260498,0.001,0.7356107831001282,0.4611666798591614,0.8021666407585144,0.7016317248344421,1.0963112115859985,0.8591498732566833,0.5559440851211548,0.8839160799980164
26,0.5764166712760925,1.5203479528427124,0.001,0.7394845485687256,0.46149998903274536,0.8013333082199097,0.7018647789955139,1.0770515203475952,0.8616397976875305,0.5487179756164551,0.8925408124923706
27,0.5734999775886536,1.484776258468628,0.001,0.7385057210922241,0.4711666703224182,0.8052499890327454,0.6981351971626282,1.0963979959487915,0.8571428656578064,0.5412587523460388,0.8883450031280518
28,0.577833354473114,1.4758902788162231,0.001,0.7391417622566223,0.4722500145435333,0.8084166646003723,0.7020978927612305,1.0698009729385376,0.8563156127929688,0.5515151619911194,0.8899766802787781
29,0.5819166898727417,1.4496080875396729,0.001,0.7487684488296509,0.48133334517478943,0.8136666417121887,0.7020978927612305,1.0441416501998901,0.8528784513473511,0.559440553188324,0.8937063217163086
30,0.5961666703224182,1.4012963771820068,0.001,0.7480723261833191,0.49316665530204773,0.8213333487510681,0.7090908885002136,1.0180895328521729,0.853442370891571,0.5836829543113708,0.8967366218566895
31,0.5975833535194397,1.3951847553253174,0.001,0.7512349486351013,0.49424999952316284,0.8225833177566528,0.7009323835372925,1.083984136581421,0.8569888472557068,0.5559440851211548,0.8855477571487427
32,0.5986666679382324,1.383196473121643,0.001,0.7500317692756653,0.49183332920074463,0.825166642665863,0.7079253792762756,1.029702067375183,0.8510783910751343,0.5794872045516968,0.89463871717453
33,0.6088333129882812,1.3549599647521973,0.001,0.7577065229415894,0.5120833516120911,0.828166663646698,0.713519811630249,1.0242787599563599,0.8563941121101379,0.5713286995887756,0.8930069804191589
34,0.6162499785423279,1.3244394063949585,0.0005,0.7611496448516846,0.5120000243186951,0.8300833106040955,0.7137529253959656,1.0142240524291992,0.8512170314788818,0.5787878632545471,0.8979020714759827
35,0.6119166612625122,1.328560709953308,0.0005,0.7583556771278381,0.5180833339691162,0.8355000019073486,0.7226107120513916,1.0038257837295532,0.8622100949287415,0.5892773866653442,0.8981351852416992
36,0.6205000281333923,1.299372673034668,0.0005,0.765632688999176,0.5183333158493042,0.8424166440963745,0.7240093350410461,0.9817362427711487,0.8535453677177429,0.6004661917686462,0.9039627313613892
37,0.6290000081062317,1.2847638130187988,0.0005,0.7676243185997009,0.5299166440963745,0.8424999713897705,0.7139860391616821,1.0163053274154663,0.8616117238998413,0.5906760096549988,0.8902097940444946
38,0.6238333582878113,1.2735397815704346,0.0005,0.7722519636154175,0.5292500257492065,0.8452500104904175,0.7128205299377441,1.0259026288986206,0.850640594959259,0.5881118774414062,0.893473207950592
39,0.6254166960716248,1.284142017364502,0.0005,0.7690539360046387,0.5297499895095825,0.8420000076293945,0.7128205299377441,0.9940339922904968,0.856277346611023,0.59300696849823,0.8988345265388489
40,0.6298333406448364,1.2583048343658447,0.00025,0.7747059464454651,0.5324166417121887,0.8451666831970215,0.7200466394424438,1.003448247909546,0.8514456748962402,0.5972027778625488,0.9016317129135132
41,0.6358333230018616,1.2568141222000122,0.00025,0.7747513055801392,0.5451666712760925,0.8457499742507935,0.7156177163124084,1.0170258283615112,0.8477242588996887,0.5904428958892822,0.8960372805595398
42,0.637333333492279,1.2133725881576538,0.00025,0.7740247249603271,0.5423333048820496,0.8578333258628845,0.7160839438438416,0.9980527758598328,0.8425956964492798,0.5902097821235657,0.8974359035491943
43,0.6380833387374878,1.2332926988601685,0.000125,0.780997633934021,0.5479999780654907,0.843583345413208,0.7279720306396484,0.9730079770088196,0.8578463792800903,0.6090909242630005,0.8997669219970703
44,0.6377500295639038,1.2392909526824951,0.000125,0.7784423828125,0.5422499775886536,0.8476666808128357,0.7351981401443481,0.9613316655158997,0.8616951107978821,0.6114218831062317,0.9055944085121155
45,0.6393333077430725,1.2342450618743896,0.000125,0.7780694365501404,0.5434166789054871,0.8515833616256714,0.7233099937438965,0.9828962683677673,0.8537067770957947,0.6039627194404602,0.8997669219970703
46,0.6330000162124634,1.2445621490478516,0.000125,0.776779294013977,0.5402500033378601,0.846833348274231,0.7244755029678345,0.9752053022384644,0.8506727814674377,0.6041958332061768,0.9055944085121155
47,0.64041668176651,1.224615216255188,0.000125,0.7853114008903503,0.5453333258628845,0.8498333096504211,0.7186480164527893,0.9900274276733398,0.8509005904197693,0.5946387052536011,0.9009323716163635
48,0.6399166584014893,1.220187783241272,6.25e-05,0.7783880829811096,0.5432500243186951,0.8535833358764648,0.7186480164527893,1.0007797479629517,0.8466622829437256,0.5972027778625488,0.8955711126327515
49,0.6421666741371155,1.2198262214660645,6.25e-05,0.7797859907150269,0.546500027179718,0.8544166684150696,0.7272727489471436,0.9693396091461182,0.8565776348114014,0.6055943965911865,0.9006993174552917
50,0.6412500143051147,1.2110869884490967,6.25e-05,0.7773956060409546,0.5462499856948853,0.8538333177566528,0.7277389168739319,0.981907308101654,0.8564339876174927,0.6034964919090271,0.8967366218566895
51,0.6461666822433472,1.2065613269805908,3.125e-05,0.7861822247505188,0.550000011920929,0.8537499904632568,0.7275058031082153,0.9748793244361877,0.8584564924240112,0.609324038028717,0.9016317129135132
52,0.6485000252723694,1.2043801546096802,3.125e-05,0.7879331111907959,0.5495833158493042,0.8539999723434448,0.7261072397232056,0.975319504737854,0.8565750122070312,0.6027972102165222,0.8997669219970703
